ID,NAME,ADDRESS,COUNTRY,PLACE
34,Niedersächsische Staats- und Universitätsbibliothek [Göttingen],"Niedersächsische Staats- und, Universitätsbibliothek, [Göttingen], Papendiek 14, 37073 Göttingen",XA-DE,Göttingen
359,Universität [Erlangen; Nürnberg],"Universität [Erlangen], Schloßplatz 4, 91054 Erlangen",XA-DE,Erlangen
370,Stadtarchiv [Duisburg],"Stadtarchiv [Duisburg], Karmelplatz 5, 47049 Duisburg",XA-DE,Duisburg
375,Stadtarchiv [Würzburg],"","",""
391,Nachlaß: 12,"","",""
443,Deutsches Zentralarchiv [Potsdam],"","",""
447,Niedersächsisches Staatsarchiv [Wolfenbüttel],"Niedersächsisches, Staatsarchiv [Wolfenbüttel], Forstweg 2, 38302 Wolfenbüttel",XA-DE,Wolfenbüttel
448,Städtische Volkshochschule [Nürnberg],"","",""
452,Universität [Kopenhagen],"","",""
469,"Stadtarchiv [Offenbach, Main]","Stadtarchiv [Offenbach, Main], Herrnstr. 61,, 63065 Offenbach am Main",XA-DE,Offenbach am Main
479,Festspiele [Salzburg],"","",""
486,Stadtarchiv [Augsburg],"Stadtarchiv [Augsburg], Fuggerstraße 12, 86150 Augsburg","",Augsburg
488,Ernst Barlach Haus [Hamburg],"","",""
489,"Barlach-Gedenkstätte, Ratzeburg","","",""
490,"Busch-Reisinger Museum [Cambridge, Mass.]","","",""
491,"Ernst-Barlach-Gedenkstätte, Güstrow","","",""
508,Universität [Bern],"","",""
545,"Fürstlich Löwensteinsches Archiv, Wertheim a.M","","",""
581,Stadtarchiv [München],"","",""
589,AEG [Berlin],"","",""
593,Stadtmuseum [Dresden],"Stadtmuseum [Dresden], Wildruffer Str. 2, 01067 Dresden",XA-DE,Dresden
620,"Pestalozzianum, Zürich, Beckenhofstr. 31-37","","",""
636,"Arbetarrörelsens Artiv, Stockholm","","",""
639,"Johannes-Robert-Becher-Archiv, Berlin-Niederschönhausen, Majakowski-Ring 34","","",""
653,Sporthochschule [Köln],"","",""
656,Universität [Würzburg],"",XA-DE,""
664,Konservatorium [Frankfurt],"","",""
674,"Stadt-u.LB, Bonn","","",""
675,Grünes Gewölbe [Dresden],"","",""
686,Gehe-Stiftung [Dresden] / Bibliothek,"",XA-DE,Dresden
723,St. Michaeli [Hamburg],"","",""
727,Universität [Cambridge],"","",""
728,Akademie [Düsseldorf],"","",""
733,Université [Toulouse],"",XA-FR,""
738,St. Stephan [Wien],"","",""
754,Historische Kommission [Berlin],"","",""
759,Schweizerisches Literaturarchiv [Bern],"",XA-CH,""
783,Universität [Köln],"",XA-DXDE,""
809,Bundesarchiv Ffm,"","",""
824,"Kernstock-Museum, Festenburg","","",""
841,"Arbetarrörelsens Arkiv, Stockholm","","",""
845,University [Cambridge],"","",""
850,Universität [Helmstedt],"","",""
860,Archiv für Arbeiterdichtung und Soziale Literatur [Dortmund],"","",""
894,Università degli Studi [Bologna],"","",""
913,University [Chicago],"","",""
931,Sternwarte [Berlin],"","",""
935,Burda GmbH,"Deutsche Verlags-Anstalt [Stuttgart], Stuttgart, Deutschland",XA-DE,Stuttgart
1004,"Landesarchiv [Altenburg, Leipzig]","","",""
1010,Universität [Karlsruhe],"","",""
1015,Konservatorium [Dresden],"","",""
1020,Deutsches Auslands-Institut [Stuttgart],"","",""
1027,Telefunken Gesellschaft,"","",""
1033,"Ernst-Moritz-Arndt-Haus, Bonn","","",""
1034,"Ernst-Moritz-Arndt-Museum, Rügen","","",""
1042,"Paul-Kläui-Bibliothek, Uster","","",""
1044,University [Oxford],"","",""
1056,Blücher-Museum Kaub am Rhein,"","",""
1060,Stadtarchiv [Erlangen] / Platen-Archiv,"","",""
1081,Museum für Literatur am Oberrhein [Karlsruhe],"","",""
1108,B701,"","",""
1109,"Kleist-Gedenkstätte, Frankfurt/Oder","","",""
1117,Universität [Graz],"","",""
1118,Universität [Wittenberg],"","",""
1122,Frankfurter Zeitung [Frankfurt/Main],"",XA-DE,Frankfurt/Main
1131,Droste-Museum [Meersburg],"Droste-Museum [Meersburg], Stettener Str. 9, Meersburg, Deutschland",XA-DE,Meersburg
1132,"Droste-Museum, Schloß Hülshoff [Münster, Westfalen]","","",""
1133,Annette-Droste-Hülshoff-Museum [Nienberge],"","",""
1149,"Max-Klinger-Gedenkstätte, Naumburg","","",""
1160,Universität [Stockholm],"","",""
1173,"Klopstock-Museum, Quedlinburg","","",""
1191,Ernst-Bloch-Zentrum [Ludwigshafen],"Ernst-Bloch-Zentrum, [Ludwigshafen], Walzmühlstr. 63, 67061 Ludwigshafen",XA-DE,Ludwigshafen
1201,University [London],"",XA-GB,""
1206,Universität [Basel],"",XA-CH,Basel
1210,Rijksuniversiteit [Groningen],"","",""
1229,Landeshauptarchiv [Weimar],"","",""
1232,"Kneipp-Museum, Bad Wörishofen","","",""
1244,Museum [Osnabrück],"","",""
1285,"Eisfeld, Heimatmuseum","","",""
1298,Universitätsbibliothek [Dortmund],"","",Dortmund
1316,Landwirtschaftliche Hochschule [Hohenheim],"","",""
1319,Wallraf-Richartz-Museum [Köln],"","",""
1332,"Hermann-Allmers-Heim [Rechtenfleth, bei Bremerhaven]","","",""
1398,Museum Höxter-Corvey,"","",""
1417,Amerikanische Kongressbibliothek,"","",""
1439,Stadtarchiv Celle,"","",""
1440,Das Gleimhaus [Halberstadt],"Das Gleimhaus [Halberstadt], Domplatz 31, 38820  Halberstadt","",Halberstadt
1461,"Johns Hopkins University [Baltimore, Md.] / Library","","",""
1499,Koschat-Museum [Klagenfurt],"","",""
1522,Kirchenmusikschule [Regensburg],"","",""
1524,Wilhelmsstift [Tübingen],"","",""
1554,Philharmonische Gesellschaft [Petersburg],"","",""
1581,Universitäts- und Landesbibliothek Düsseldorf,"Universitäts- und Landesbibliothek, Düsseldorf, Universitätsstr. 1, 40225 Düsseldorf, Deutschland Nordrhein-Westfalen",XA-DE-NW,Düsseldorf
1597,Deutscher Archäologisches Institut [Berlin] / Archiv,"","",""
1643,Akademie der Bildenden Künste [München],"",XA-DXDE,""
1650,"Bezirksmuseum, Buchen","","",""
1701,Landesbibliothek Oldenburg,"","",""
1707,Deutschland [Bundesrepublik] / Auswärtiges Amt / Politisches Archiv und Historisches Referat,"","",""
1709,Botanischer Garten [Göttingen],"","",""
1712,Universität [Bonn] / Germanistisches Seminar,"","",""
1716,"University of Missouri [Columbia, Mo.]","","",""
1735,Universitätsbibliothek [Duisburg],"","",""
1744,Königliche Musikschule [Würzburg],"","",""
1747,"Institut für Sozialforschung, Frankfurt a.M.","","",""
1749,Städtisches Museum Schweinfurth,"","",""
1750,Rückert-Gedächtnisstätte Neuses,"","",""
1751,Stadtarchiv Schweinfurth,"","",""
1754,"Honnold Library, Claremont/California","","",""
1772,Thomasschule [Leipzig],"",XA-DE,Leipzig
1775,Institut für Sozialgeschichte [Amsterdam],"","",""
1783,Institut für Kunstgeschichte [Marburg],"","",""
1796,"University of California [Berkeley, Calif.] / Library","","",""
1804,Singakademie [Bremen],"","",""
1805,"Philipp-Reis-Gedächtnisstätte, Friedrichsdorf/Taunus","","",""
1847,"Soziologische Arbeitsberichte [Kiel, Universität ]","","",""
1848,Berliner Montagszeitung,"",DX,Berlin
1874,Vereinigte Stadttheater [Zürich],"","",""
1877,"University of California [Berkeley, Calif.]","","",""
1883,Staatskapelle [München],"","",""
1899,"Haydn-Museum, Eisenstadt","","",""
1924,"Johns Hopkins University [Baltimore, Md.]","","",""
1929,Universität [Bremen],"",XA-DE,""
1989,"Conservatoire Botanique, Genf","","",""
2024,"Stadtbücherei Wilmersdorf, Hauptstelle [Berlin]","","",""
2039,Deutsche Gesellschaft für ethische Kultur,"","",""
2072,Gymnasium [Hamburg],"","",""
2106,"Harvard University [Cambridge, Mass.]","","",""
2123,"John F. Reynolds Colby College, Waterville/Main 04901 Deptmnt. of Modern Foreign Languages","","",""
2125,University [Minnesota],"","",""
2142,"GerhartHauptmann-Gedächtnisstätten, Erkner und Hiddensee","","",""
2153,"Städtisches Heimatmuseum, Reinfeld","Städtisches Heimatmuseum, Reinfeld, Neuer Garten 9, 23858 Reinfeld","",""
2163,Allgemeiner Musiker-Verband [Leipzig],"","",""
2164,Verein für ältere kirchliche Gesangswerke,"","",""
2173,Königliche Musikschule [München],"","",""
2197,Kaiserliches Patentamt [Berlin],"","",""
2204,Deutsche Zeitung [Heidelberg],"","",""
2209,Landesarchiv Schleswig,"","",""
2215,Haydn-Museum Eisenstadt,"","",""
2216,Haydn-Museum Rohrau,"","",""
2217,Haydn-Museum Wien,"","",""
2231,Hebbel-Museum [Wesselburen],"Hebbel-Museum [Wesselburen], Österstraße 6, 25764 Wesselburen",XA-DE,Wesselburen
2232,Hebbel-Museum [Kiel],"","",""
2258,Universität [Oslo],"","",""
2268,Gustav-Sack-Archiv [Lochham bei München],"","",""
2274,Preussische Staatszeitung,"","",""
2293,Preussische Akademie der Wissenschaften [Berlin],"","",""
2306,Preussische Akademie der Wissenschaften,"","",""
2355,NSDAP,"","",""
2383,Universität [Bamberg],"","",""
2425,Heidegger-Archiv in Messkirch,"","",""
2453,Kaiserliche Universitäts- und Landesbibliothek [Straßburg],"","",""
2463,Stadtarchiv [Ingolstadt],"Stadtarchiv [Ingolstadt], Auf der Schanz 45, 85049 Ingolstadt",XA-DE,Ingolstadt
2465,Universität [Pforta],"","",""
2514,"Hermann-Cohen-Archiv, Zürich","","",""
2592,Pinakothek [München],"","",""
2596,Brandenburgische Landes- und Hochschulbibliothek [Potsdam],"","",""
2691,Münchner Stadtmuseum,"","",""
2699,Bistum [Regensburg],"","",""
2712,Vatikanische Bibliothek [Rom],"","",""
2780,Städtische Kunstsammlung [München],"","",""
2799,"University of Michigan [Ann Arborr, Mich.]","","",""
2800,Landesarchiv [Magdeburg],"","",""
2846,"Deutsches Institut für Internationale Pädagogische Forschung [Frankfurt, Main]","Deutsches Institut für, Internationale Pädagogische, Forschung [Frankfurt, Main], Schloßstraße 29, 60486 Frankfurt",XA-DE,Frankfurt
2861,Domschule [Ratzeburg],"","",""
2883,"Robert-Franz-Haus [Halle, Saale]","","",""
2898,Princeton University,"",XD-US,""
2910,Haenel-Pancera Familien-Museum Bad Ischl,"","",""
2918,Deutscher Verein für Versicherungswissenschaft,"",DX,""
2921,British Museum [London] / Natural History,"","",London
2942,Stadtmuseum [Ludwigshafen],"","",""
2947,London School of Economics and Political Science,"",XA-GB,""
2961,Lyzeum [Frankfurt/M.],"","",""
3016,Stadttheater [Baden-Baden],"",XA-DE,""
3019,Musée Georg Herwegh [Liestal/CH],"","",""
3028,Preußisches Kultusministerium,"","",""
3037,"Gerhard Marcks Stiftung, Bremen","","",""
3045,Stadtarchiv [Wuppertal],"","",""
3131,Bistum [Eichstätt],"","",""
3157,Mendelssohn-Scholarship-Foundation [London],"","",""
3166,Westermann Verlagsarchiv Braunschweig,"","",""
3179,Kölnische Zeitung [Köln],"","",""
3254,Karl-Marx-Haus [Trier],"","",""
3270,Deutsches Zentralarchiv [Koblenz],"","",""
3290,Martinus-Bibliothek [Mainz],"",XA-DE,""
3298,Frobenius-Institut [Frankfurt/M.],"","",""
3305,University [Manchester],"","",""
3324,"Klingspor-Museum [Offenbach, Main]","","",""
3370,Fuggersches Familien- und Stiftungsarchiv [Augsburg],"","",""
3419,"Lehár-Museum, Bad Ischl","","",""
3434,"Österreichische Nationalbibiothek, Wien","","",""
3442,Deutsches Theatermuseum [München],"","",""
3459,"Melanchthon-Haus, Bretten/Baden","","",""
3460,Stadtarchiv [Amberg],"",XA-DE,""
3461,"Stadt Minden, Kulturamt","","",""
3480,"Klaus-Groth-Museum, Heide/Holstein","","",""
3486,Universität [Bombay],"","",""
3497,Musikwissenschaftliches Institut [Mainz],"","",""
3507,Universitätsbibliothek [Mainz],"Universitätsbibliothek [Mainz], Jakob-Welder-Weg 6, 55128 Mainz",XA-DE,Mainz
3529,"Franz-Xaver-Gruber-Museum, Arnsdorf","","",""
3562,"Lenau-Archiv in Stockerau, Österreich","","",""
3583,"Stadttheater [Münster, Westfalen]","","",""
3619,Universität [Prag],"","",""
3680,Theologisches Seminar [Maulbronn],"","",""
3689,"Gustav-Adolf-Gedenkstätte, Lützen","","",""
3690,Weimar,"","",""
3703,Lessingmuseum Kamenz,"","",""
3706,Universitätsbbliothek Amsterdam,"","",""
3757,Karl-v.-Holtei-Archiv [Köln],"","",""
3758,UB Wroclaw,"","",""
3780,Jugenderziehungsanstalt [Plassenburg],"","",""
3787,Gymnasium Aegidianum [Nürnberg],"","",""
3791,Universität [Regensburg],"",XA-DE,Regensburg
3799,"Bundesarchiv [Koblenz] / Außenstelle [Frankfurt, Main]","","",""
3842,Universität [Zürich],"","",""
3848,Stadtbibliothek [Winterthur],"","",""
3859,Karl-Liebknecht-Haus [Jena; Leipzig],"","",""
3860,Internationales Institut für Sozialgeschichte,"","",""
3873,University [Edinburgh],"","",""
3898,Josef-Limburg-Museum [Berlin],"","",""
3929,Neue Hamburger Zeitung [Hamburg],"","",""
3940,Fakultät für Berufspädagogik und Kulturwissenschaft [Dresden] / Bibliothek,"","",""
3942,Aargauische Kantonsbibliothek [Aarau],"","",""
3968,British & Foreign Bible Society [London],"","",""
4036,Historisches Archiv [Köln],"Historisches Archiv [Köln], Severinstr. 222-228, 50676 Köln",XA-DE,Köln
4049,Öffentliche Bibliothek [Basel],"Öffentliche Bibliothek [Basel], Schönbeinstrasse 18-20, 4056 Basel",XA-CH,Basel
4088,"Haenel-Pancera-Familien-Museum, Bad Ischl, Österreich","","",""
4089,"Haydn-Museum, Eisenstadt, Östereich","","",""
4090,"Franz-Liszt-Museum, Raidnig, Österreich","","",""
4095,Festspiele [Bayreuth],"","",""
4152,Leipziger Zeitung [Leipzig],"",XA-DE,Leipzig
4168,Deutschordens-Museum [Mergentheim],"Deutschordens-Museum, [Mergentheim], Schloß 16, 97980 Bad Mergentheim",XA-DE,Bad Mergentheim
4169,Heimatmuseum Fellbach/Württemberg,"","",""
4216,Kunstakademie [Leipzig],"","",""
4220,"Schubart-Museum, Aalen","","",""
4285,Fürstl. Löwensteinsches Archiv Wertheim am Main,"","",""
4336,"Heinrich-Schütz-Gedenkstätte, Bad Köstritz","","",""
4337,Heinrich-Schütz-Gedenkstätte [Weimar],"","",""
4354,Mozart-Wohnung [Wien],"","",""
4355,Mozart-Museum [Salzburg],"",XA-AT,""
4360,Serologisches Institut [Hamburg],"","",""
4361,Historical Society New York,"","",""
4373,Fürstlich-Fürstenbergisches Archiv [Donaueschingen],"","",""
4393,Bibliothek Naumburg/S.,"","",""
4399,Friedrich-Wilhelm-Weber-Haus Alhausen,"","",""
4417,Gorki-Institut [Moskau],"","",""
4422,"Rätisches Museum, Chur","","",""
4423,Carl Maria von Weber Gedächtnisstätte [Dresden],"","",""
4474,"Stadtbibliothek und Oberlausitzer Bibliothek der Wissenschaften, Görlitz","","",""
4477,Stadtbibliothek [Radolfzell],"Stadtbibliothek [Radolfzell], Marktplatz 8, A -  78315 Radolfzell",XA-AT,Radolfzell
4490,Allgemeine Zeitung [München],"","",""
4532,Werkbund-Archiv [Berlin],"","",""
4537,Wedekind-Archiv,"","",""
4619,Stadtarchiv [Siegen],"","",""
4648,Melanchthon-Museum Bretten,"","",""
4674,"Kurt-Weill-Stiftung für Musik, New York; Yale-Unibersität New Haven/Conn.","","",""
4690,Adalbert-Stifter-Institut des Landes Oberösterreich [Linz],"","",""
4691,Adalbert-Stifter-Museum [Wien],"","",""
4692,Stifterarchiv der S. und UB. Prag,"","",""
4709,Reichsarchiv Kopenhagen,"","",""
4713,Erich-Weinert-Gedenkstätte [Magdeburg],"","",""
4735,Universität [Ulm],"","",""
4744,StA Halle; Burgmuseum Querfurt,"","",""
4776,Handelsschule [Bremen],"","",""
4788,"Robert-Schumann-Haus, Zwickau","","",""
4818,"Robert Schumann-Haus, Zwickau","","",""
4845,"Haenel-Pancera Familien Museum, Bad Ischl","","",""
4847,"Richard-Strauss-Museum, Garmisch-Partenkirchen","","",""
4865,Stiftung Weimarer Klassik [Weimar],"","",""
4868,Kantonsbibliothek [Trogen],"","",""
4878,"Lutherhalle, Wittenberg","","",""
4895,Theodor-Fontane-Archiv [Potsdam],"",XA-DE,""
4896,University [Cambridge] / Library / Schnitzler-Archive,"","",""
4920,Heimatmuseum Ruhla/b. Eisenach,"Heimatmuseum Ruhla/b. Eisenach, Obere Lindenstraße 29-31, Postfach 99842, Ruhla","",Ruhla
4939,Städtische Kunsthalle [Mannheinm],"","",""
4949,Dichtermuseum Liestal,"","",""
4972,"Cornell University [Ithaca, NY]","","",""
4974,"Literaturmuseum Theodor Storm, 37308 Bad Heiligenstadt","","",""
4975,Nissenhaus Husum,"","",""
4997,Museum für Völkerkunde [Hamburg] Vorgeschichtliche Abteilung,"",XA-DE-HH,Hamburg
5002,Livländische Ökonomische Sozietät [Dorpat],"",XA-EE,Tartu
5031,Bistum [Salzburg],"","",""
5034,Universitat [Gießen],"","",""
5038,"Wieland-Gedenkstätte, Ossmannstedt","","",""
5070,Hofbühne [Dresden],"","",""
5104,"Silcher-Museum, Schnait","","",""
5105,"Silcher-Archiv von H.J. Dahmen, Aichwald","","",""
5244,Königliches Conservatorium [Dresden],"","",""
5294,"Segantini-Museum, St. Moritz","","",""
5303,Kreisbibliothek [Eutin],"Kreisbibliothek [Eutin], Schloßplatz 2, 23701 Eutin","",Eutin
5373,"Bibliothek der ETH, Architekturabteilung, Zürich","","",""
5471,"IG-Farbenindustrie-Aktiengesellschaft [Frankfurt, Main]","","",""
5488,"Emmerick-Archiv, Dülmen","","",""
5489,Schloß Johannisburg [Aschaffenburg],"","",""
5548,Urania [Berlin],"","",""
5580,Universitätsbibliothek [Königsberg],"","",""
5619,"Bistumsarchiv [Münster, Westfalen]","","",""
5640,Universidad Nacional Autónoma de México,"","",""
5764,Stadt- und Industriemuseum [Wetzlar],"Stadt- und Industriemuseum, [Wetzlar], Lottestr. 8-10, 35573 Wetzlar",XA-DE,Wetzlar
5808,Journal des Débates,"","",""
5837,Universität [Birmingham],"","",""
5842,Gewerbeschule [Regensburg],"","",""
5880,Stadtarchiv [Mainz],"Stadtarchiv [Mainz], Rheinallee 3 B, 55116 Mainz","",Mainz
5888,Universitätsbibliothek [Klagenfurt],"","",""
5897,"Schloss Gödens, Gödens über Wilhelmshafen","","",""
5898,Blindenanstalt [Prag],"","",""
5928,American Guild for German Cultural Freedom,"",XD-US,""
6415,Bühnen [Köln] / Dramaturgie,"","",Köln
6668,Berliner Tageblatt / Redaktion,"","",""
6675,Heidelberger Tageblatt / Redaktion [Heidelberg],"","",""
6704,The London School of Economics and Political Science,"","",""
6819,Dresdner Anzeiger [Zeitung],"",XA-DE,Dresden
7188,Magyar Tudományos Akadémia [Budapest],"",XA-HU,""
7274,Leipziger Abendzeitung [Leipzig],"",XA-DE,Leipzig
7415,Preußische Akademie der Künste,"","",""
7452,Zweites Deutsches Fernsehen [Mainz],"",XA-DE,""
7619,Steinberg Verlag [Zürich],"",XA-CH,""
7846,Sängerverein [Würzburg],"","",""
7988,Quick,"","",""
8150,Deutsche Akademie,"","",""
8523,Städtische Bühnen [Hannover],"","",""
8675,Volksbildungshaus Wiener Urania [Wien] / Vorstand,"",XA-AT,Wien
9214,Deutsche Forschungsgemeinschaft [Bad Godesberg],"","",""
9392,Reichsverband der Deutschen Presse / Landesverband der Bayerischen Presse,"","",""
10006,Universität [Mainz],"","",""
10391,Musikverlag Peters,"","",""
10933,Baden / Ministerium des Kultus und Unterrichts,"",XA-DXDE,Karlsruhe
11104,Literarisches Centralblatt für Deutschland [Zeitschrift],"",XA-DE,Leipzig
11560,United States / Treasury Department,"",XD-US,""
12077,Weser-Zeitung,"","",""
12141,Deutsche Liga für Menschenrechte,"",XA-DE,""
12154,Leipziger Volkszeitung [Leipzig] / Redaktion,"",XA-DE,Leipzig
12430,Nürnberg,"",XA-DE,""
12570,Lübeck,"","",""
12819,Dyksche Buchhandlung,"","",""
12944,Verlagshaus Gütersloher [Gütersloh],"",XA-DE,Gütersloh
13014,Bischöfliches Priesterseminar [Trier] / Bibliothek,"","",""
13032,Goethebund,"","",""
13610,Universität [Tübingen] / Juristisches Seminar,"","",""
13689,Schutzverband Deutscher Schriftsteller / Gau Bayern,"",XA-DE,""
13690,Schutzverband Deutscher Schriftsteller / Gau Rheinland-Westfalen,"",XA-DE,""
13691,Schutzverband Deutscher Schriftsteller in Österreich,"","",""
13723,Preussische Jahrbücher / Redaktion [Berlin],"",XA-DE,""
13764,Reichsverband Deutscher Schriftsteller,"","",""
14251,Adalbert-Stifter-Verein [München],"","",""
14282,Jahrbücher für die deutsche Armee und Marine,"","",""
14319,Reichsstelle zur Förderung des deutschen Schrifttums,"","",Berlin
14327,Reichsverband der deutschen Presse e.V.,"","",""
14527,Söderlälje Kommun Kulturmämnden,"","",""
14528,"Ord och Bild, Stockholm (Lars Bjurman)","","",""
14531,"Radiotjänst, Stockholm","","",""
14534,"Riksutställningar, Stockholm (Ulla Britta Beskow)","","",""
14537,Völkisch-Nationaler Block,"","",""
14541,Innenministerium [Dresden],"","",""
14543,Gesellschaft der Freunde Rene´ Schickeles,"","",""
14545,Submissionsamt im Staate Sachsen [Dresden],"","",""
14547,Archiv für publizistische Arbeit [Dresden],"","",""
14548,Bund für Katzenzucht und Katzenschutz [Dresden],"","",""
14549,Consolato Generale d'Italiana [Dresden],"","",""
14554,Künstlervereinigung [Dresden],"","",""
14555,Kunstgenossenschaft [Dresden],"","",""
14563,Ministerium für Volksbildung [Dresden],"","",""
14571,Dresdener Volksbühne,"","",""
14574,Großherzogliches Museum [Karlsruhe],"","",""
14575,Christoph-August-Tiedge-Stiftung [Dresden],"","",""
14576,Dreselly (Firma),"","",""
14577,"Weimar, Gen. Int.","","",""
14579,Martonplay Ltd.,"","",""
14580,Dressler Verlag,"","",""
14582,Gesellschaft zur Verbreitung guter Bücher,"","",""
14583,Weltbürger-Verlag [Berlin],"","",""
14585,"Fa. Georg Giegold, Schwarzenbach/Saale","","",""
14586,"Siebel, Publishing Company, Chicago","","",""
14588,Christ und Welt [Stuttgart],"",XA-DE,""
14589,Verlag Th. Martens & Co.,"","",""
14590,Deutsche Seewarte,"","",""
14595,Redaktion der Morgenzeitung,"","",""
14597,Joh... Philipp Raw' sche Buchhandlung [Nürnberg],"","",""
14598,Vogelsche Buchhandlung,"","",""
14599,Neue Literarische Welt,"","",""
14602,Verl. Johan Grundt Tanum,"","",""
14605,"Frank, J., Buchhandlung","","",""
14606,"Johanneum, Bonn","","",""
14607,Verlagsbuchhandlung [Stuttgart],"","",""
14608,Heydt und Co.,"","",""
14610,Schweizerische Depeschenagentur,"","",""
14611,Europa-Verlag,"","",""
14612,Freiheitsverlag G.m.b.H.,"","",""
14614,Schweizerische Rundfunkgesellschaft,"","",""
14616,Asadi Schark (Zeitschrift),"","",""
14617,Züricher Neue Nachrichten,"","",""
14618,"ASAI, M.","","",""
14619,Die Nation,"","",""
14621,"Rosa a Ballo, ed.","","",""
14622,Schweizer Annal,"","",""
14624,Brunsvicensia Judaica,"","",""
14626,Heylandt-Gesellschaft,"","",""
14632,Stadelmann-Gesellschaft,"","",""
14633,Steiniger-Verlage,"","",""
14636,Aschebougs Boghandel,"","",""
14637,Westfalenpost,"","",""
14638,"Ina Seidel-Schule, Braunschweig","","",""
14640,"Evangelische Kirche, Konsistorialkasse Berlin","","",""
14641,Gustav Grote Verlagsbuchhandlung,"","",""
14643,Union Ddeutsche Verlagsgesellschaft,"","",""
14646,Direktor d. Bayer. Staatsbibliothek,"","",""
14647,"Der Scherer, Redaktion","","",""
14648,Deutsches Volksecho,"","",""
14649,L. W. Seidel Verlagsbuchhandlung,"","",""
14650,Tellkampfschule [Hannover],"","",""
14652,"Heymann, Carl Verlag","","",""
14653,Carl Heymanns Verlag,"","",""
14654,Carl-Heymanns-Verlag,"","",""
14655,Verlag Carl Heymanns,"","",""
14657,"Vossler, Karl","","",""
14658,"Tucholski, Kurt","","",""
14659,Germanisches Museum,"","",""
14661,Nymphenburger Verlagsanstalt,"","",""
14665,Seidenpapier-Fabrik Eislingen,"","",""
14666,Akademiekasse,"","",""
14669,Bruder Direktionsrat ...,"","",""
14670,Heyne Firma,"","",""
14671,Mitglieder d. Ges. d. Wissenschaften,"","",""
14674,Magistrat in Lippstadt,"","",""
14675,Verlags-Buchhandlung,"","",""
14677,"Kurzman & Frank, Law Offices","","",""
14682,Elberfelder zeitung,"","",""
14686,Troppauer Männergesangsverein,"","",""
14689,Gauverlag,"","",""
14692,Schwäbische Verbund,"","",""
14693,"Dreyer, D. (Verlag)","","",""
14695,C. F. Amelang'sche Buchhandlung [Leipzig],"","",""
14698,"Asher, A. (Buchhandlung)","","",""
14699,Asher u. Co. (Buchhandlung in London),"","",""
14701,"Asher, A. Buchhandlung","","",""
14702,Bad. Ministerium des Innern,"","",""
14703,Redaktion der bayerischen Blätter,"","",""
14705,Asia Major (Verlag),"","",""
14706,Askelin & Hägglund Förlag,"","",""
14708,"Stoffel-Konzern, St. Gallen","","",""
14709,Brühlscher Verlag,"","",""
14713,Paul Franke Verlag,"","",""
14716,"Neue Hannov. Zeitung, Redaktion","","",""
14717,Walter-Krieg-Verlag,"","",""
14719,Ritterschaft des fränkischen Kreises,"","",""
14720,Walthari Buchhandlung,"","",""
14721,"Klett, Ernst Verlag","","",""
14723,Deutsche Aktion,"","",""
14725,"Walther, Hermann Verlag","","",""
14727,France/Min. de l'Intérieur,"","",""
14729,Briefwechsel Langer,"","",""
14730,Weidmannische Buchhandlung [Leipzig],"","",""
14731,Segretario della R. Accademia di Monaco,"","",""
14734,British Institute of Social Service,"","",""
14737,Droemersche Verlagsanstalt,"","",""
14738,Deutscher Musenalmanach [Leipzig] / Redaktion,"","",""
14741,März (Zeitschrift),"","",""
14742,"Asmus, Johannes Verlag [Konstanz]","","",Konstanz
14744,"Deutsche Akademie der Darstellenden Künste, Frankfurt/M.","","",""
14747,"Deutsche Bibliothek [Frankfurt, Main]","Deutsche Bibliothek, [Frankfurt, Main], Adickesallee 1, 60322 Frankfurt am Main",XA-DE,Frankfurt am Main
14749,"Frankfurt/Main, Bibliothek für Neuere Sprachen und Musik","","",""
14750,"Frankfurt/Main, Frankfurter Bücherstube","","",""
14751,"Frankfurter Bücherstube, Firma","","",""
14752,"Neue Bühne, Frankfurt/M.","","",""
14753,Frankfurter Bund für Volksbildung (Carl Tesch),"","",""
14755,Fürstlich-Primatische Generalkommissariatskanzlei Frankfurt,"","",""
14760,"Frankfurter Kunstverein, Frankfurt/Main","","",""
14761,Frankfurter Kunstverein,"","",""
14762,Landesgewerkschaft Freie Berufe,"","",""
14764,"Lessing-Gymnasium [Frankfurt, Main]","","",""
14765,"Frankfurt/M., Magistrat","","",""
14767,"Frankfurt/M., Bürgermeister","","",""
14768,"Frankfurt, Bürgermeister und Rat der freien Stadt","","",""
14769,Oberbürgermeister der Stadt Frankfurt/M.,"","",""
14770,"Frankfurt a.M., Der Oberbürgermeister","","",""
14772,"Frankfurt/O., Oberbürgermeister","","",""
14773,"Frankfurt a. Main, Oberbürgermeisteramt","","",""
14774,"Frankfurt, Philantropin","","",""
14776,"Frankfurt, Rechnei-Amt","","",""
14778,Stocker Verlag,"","",""
14780,Redaktion Otto's Böhmische Encyclopädie,"","",""
14781,Red. des Fränk. Merkur,"","",""
14784,Südwestdeutscher Rundfunk,"","",""
14798,"Frankfurt/M., Städtische Bühnen","","",""
14799,"Frankfurt/Main, Städtische Bühnen","","",""
14810,"Ensemble d. Verein. Th., Frankfurt","","",""
14812,Internat. Musik-Gesellschaft,"","",""
14817,"Universität [Frankfurt, Main] / Kuratorium","","",""
14818,"Universität [Frankfurt, Main] / Naturwissenschaftliche Fakultät","","",""
