RISM_ID,ID,240$m,500
850778744,IT\ICCU\MSM\0258167,A,
850721390,IT\ICCU\MSM\0123675,A,
850721949,IT\ICCU\MSM\0123776,A,
850720298,IT\ICCU\MSM\0123716,A,
850721249,IT\ICCU\MSM\0122547,A,
850721389,IT\ICCU\MSM\0123674,A,
850721391,IT\ICCU\MSM\0123676,A,
850721392,IT\ICCU\MSM\0123677,A,
850721950,IT\ICCU\MSM\0123777,A,
850721952,IT\ICCU\MSM\0123779,A,
850721974,IT\ICCU\MSM\0124215,A,
850722185,IT\ICCU\MSM\0124216,A,
850722381,IT\ICCU\MSM\0123767,A,
850722382,IT\ICCU\MSM\0123768,A,
850722383,IT\ICCU\MSM\0123769,A,
850722384,IT\ICCU\MSM\0123770,A,
850722385,IT\ICCU\MSM\0123771,A,
850722386,IT\ICCU\MSM\0123772,A,
850722388,IT\ICCU\MSM\0123774,A,
850722946,IT\ICCU\MSM\0124270,A,
850725812,IT\ICCU\MSM\0129112,A,
850730964,IT\ICCU\MSM\0125627,A,
850778669,IT\ICCU\MSM\0258229,A,
850783762,IT\ICCU\MSM\0258897,A,
850633851,IT\ICCU\MSM\0036714,"A (2), orch","A1, A2, fl, ob, cl, cor1, cor2, org, archi"
850742571,IT\ICCU\MSM\0137316,"A (2), pf","A1, A2, pf"
850742857,IT\ICCU\MSM\0137313,"A (2), pf","A1, A2, pf"
850742858,IT\ICCU\MSM\0137314,"A (2), pf","A1, A2, pf"
850742859,IT\ICCU\MSM\0137315,"A (2), pf","A1, A2, pf"
850803464,IT\ICCU\TO0\1889037,a-fl,fl-a
850812558,IT\ICCU\MIL\0928248,"a-saxofono, pf","Sax-a, pf"
850778726,IT\ICCU\MSM\0258243,"A, b",
850782398,IT\ICCU\MSM\0258039,"A, b",
850782560,IT\ICCU\MSM\0258041,"A, b",
850782564,IT\ICCU\MSM\0258045,"A, b",
850778741,IT\ICCU\MSM\0258245,"A, b;B, b","A/B, b"
850738544,IT\ICCU\MSM\0145047,"A, bc",
850738546,IT\ICCU\MSM\0145049,"A, bc",
850738548,IT\ICCU\MSM\0145051,"A, bc",
850738549,IT\ICCU\MSM\0145052,"A, bc",
850738550,IT\ICCU\MSM\0145053,"A, bc",
850738551,IT\ICCU\MSM\0145054,"A, bc",
850738552,IT\ICCU\MSM\0145055,"A, bc",
850738553,IT\ICCU\MSM\0145056,"A, bc",
850738554,IT\ICCU\MSM\0145057,"A, bc",
850743467,IT\ICCU\MSM\0145074,"A, bc",
850743468,IT\ICCU\MSM\0145075,"A, bc",
850743469,IT\ICCU\MSM\0145076,"A, bc",
850743471,IT\ICCU\MSM\0145078,"A, bc",
850743631,IT\ICCU\MSM\0145058,"A, bc",
850743632,IT\ICCU\MSM\0145059,"A, bc",
850743633,IT\ICCU\MSM\0145060,"A, bc",
850743782,IT\ICCU\MSM\0145064,"A, bc",
850743783,IT\ICCU\MSM\0145065,"A, bc",
850743785,IT\ICCU\MSM\0145067,"A, bc",
850743787,IT\ICCU\MSM\0145069,"A, bc",
850743788,IT\ICCU\MSM\0145070,"A, bc",
850743789,IT\ICCU\MSM\0145071,"A, bc",
850743790,IT\ICCU\MSM\0145072,"A, bc",
850657587,IT\ICCU\MSM\0062149,"A, bc",
850657735,IT\ICCU\MSM\0062156,"A, bc",
850657903,IT\ICCU\MSM\0062137,"A, bc",
850657906,IT\ICCU\MSM\0062140,"A, bc",
850657912,IT\ICCU\MSM\0062299,"A, bc",
850657915,IT\ICCU\MSM\0062302,"A, bc",
850658070,IT\ICCU\MSM\0062131,"A, bc",
850658071,IT\ICCU\MSM\0062132,"A, bc",
850658075,IT\ICCU\MSM\0062288,"A, bc",
850658078,IT\ICCU\MSM\0062291,"A, bc",
850658240,IT\ICCU\MSM\0062296,"A, bc",
850660083,IT\ICCU\MSM\0062159,"A, bc",
850660247,IT\ICCU\MSM\0062165,"A, bc",
850660251,IT\ICCU\MSM\0062169,"A, bc",
850698622,IT\ICCU\MSM\0106457,"A, bc",
850778763,IT\ICCU\MSM\0258251,"A, bc",
850778764,IT\ICCU\MSM\0258252,"A, bc",
850782266,IT\ICCU\MSM\0258078,"A, bc",
850724122,IT\ICCU\MSM\0128400,"A, bc",
850778742,IT\ICCU\MSM\0258246,"A, bc;B, bc","A/B, bc"
850794085,IT\ICCU\MSM\0281893,"A, cemb",
850615155,IT\ICCU\MSM\0017970,"A, cemb",
850620843,IT\ICCU\MSM\0017950,"A, cemb",
850658241,IT\ICCU\MSM\0062297,"A, Coro, bc","A, Coro (A1, A2), bc"
850784369,IT\ICCU\LO1\1169771,"A, Coro, orch","A, Coro, orch"
850626775,IT\ICCU\MSM\0030387,"A, Coro, orch","A, Coro (S, A, T, B), fl1, fl2, ob1, ob2, cor1, cor2, vl1, vl2, vla, arp, b"
850785846,IT\ICCU\URB\0666205,"A, Coro, orch","A, Coro, fl, ob, cl, cor, tr, fag, arp, vl1, vcl2, vla, vlc, cb"
850784035,IT\ICCU\URB\0650064,"A, Coro, orch","A, Coro, vl, vla, fl, cl, cor, fag, bc"
850783627,IT\ICCU\URB\0648893,"A, Coro, orch","A, vl, vla, fl, ob, cl, cor, tr, fag, trb, bc, Coro"
850800604,IT\ICCU\LO1\1426966,"A, Coro, org","A, Coro (A, 2T, B), org"
850800666,IT\ICCU\LO1\1426969,"A, Coro, org","A, Coro (A, 2T, B), org"
850656791,IT\ICCU\MSM\0059220,"A, Coro, pf","A, Coro (V), pf"
850775953,IT\ICCU\LO1\1002275,"A, fag, orch;B, fag, orch","1V(A/B), fag obbl, fl1, fl2, cor ingl/cor bass, cl, fag, cor1, cor2, trb, archi"
850780321,IT\ICCU\LO1\1126655,"A, fl, orch;B, fl, orch","A/B, fl-obbl, ob, cl, fag, cor1, cor2, tr1, tr2, trb, timp, org, archi"
850642595,IT\ICCU\MSM\0036951,"A, fl, orch;B, fl, orch","A/B, fl, ob, cl, cor1, cor2, timp, vl1, vl2, vla, vlc, vlne, org"
850775983,IT\ICCU\LO1\1002285,"A, fl, orch;S, fl, orch","1V(A/S), fl obbl, ob1, ob2, fag1, fag2, cor1, cor2, cor3, cor4, org, archi"
850742799,IT\ICCU\MSM\0139072,"A, guit",
850802638,IT\ICCU\LO1\1466149,"A, orch","A, 2fl, 2ob, 2cor, 2vl, vla, b"
850802639,IT\ICCU\LO1\1466151,"A, orch","A, 2fl, 2ob, 2cor, 2vl, vla, b"
850798579,IT\ICCU\UBO\3893953,"A, orch",
850697979,IT\ICCU\MSM\0102401,"A, orch","A, fl1, fl2, cor1, cor2, vl1, vl2, vla, b"
850778150,IT\ICCU\MSM\0254055,"A, orch","A, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850783629,IT\ICCU\URB\0648876,"A, orch","A, vl, vla, fl, ob, cl, cor, tr, fag, bc"
850626216,IT\ICCU\MSM\0028898,"A, orch;B, orch","A/B, fl, ob, cl, fag1, fag2, cor1, cor2, trb, org, archi"
850633847,IT\ICCU\MSM\0036710,"A, orch;B, orch","A/B, fl1, fl2, ob1, ob2, cor1, cor2, vl1, vl2, vla, vlc, b, org"
850775823,IT\ICCU\LO1\1000742,"A, orch;T, orch","1V(A/T), cl-obbl/fag-obbl, cor1, cor2, vl1, vl2, vla1, vla2, vlc, vlne, org"
850775882,IT\ICCU\LO1\1000852,"A, orch;T, orch","1V(A/T), cor-obbl/cl-obbl, ob1, ob2, cor1, cor2, vl1, vl2, vla, vlc, vlne, org(bc)"
850627920,IT\ICCU\MSM\0031958,"A, orch;T, orch;B, orch","A/T/B, fl, ob, cl, cor1, cor2, org, archi"
850794923,IT\ICCU\VEA\1038332,"A, pf",
850770842,IT\ICCU\MSM\0174388,"A, pf",
850747523,IT\ICCU\MSM\0152577,"A, pf",
850617520,IT\ICCU\MSM\0017821,"A, pf",
850629587,IT\ICCU\MSM\0032926,"A, pf",
850649152,IT\ICCU\MSM\0052030,"A, pf",
850656479,IT\ICCU\MSM\0059226,"A, pf",
850656635,IT\ICCU\MSM\0059218,"A, pf",
850656790,IT\ICCU\MSM\0059219,"A, pf",
850656795,IT\ICCU\MSM\0059224,"A, pf",
850657305,IT\ICCU\MSM\0059705,"A, pf",
850657306,IT\ICCU\MSM\0059706,"A, pf",
850657307,IT\ICCU\MSM\0059707,"A, pf",
850657707,IT\ICCU\MSM\0061960,"A, pf",
850657928,IT\ICCU\MSM\0059677,"A, pf",
850661563,IT\ICCU\MSM\0060481,"A, pf",
850661564,IT\ICCU\MSM\0060482,"A, pf",
850661565,IT\ICCU\MSM\0060483,"A, pf",
850661566,IT\ICCU\MSM\0060484,"A, pf",
850661567,IT\ICCU\MSM\0060485,"A, pf",
850661568,IT\ICCU\MSM\0060486,"A, pf",
850664776,IT\ICCU\MSM\0064450,"A, pf",
850664777,IT\ICCU\MSM\0064451,"A, pf",
850666954,IT\ICCU\MSM\0071282,"A, pf",
850667589,IT\ICCU\MSM\0072795,"A, pf",
850675036,IT\ICCU\MSM\0074052,"A, pf",
850742364,IT\ICCU\MSM\0139077,"A, pf",
850798499,IT\ICCU\UBO\3882240,"A, pf",
850814241,IT\ICCU\LO1\1683187,"A, pf",
850670541,IT\ICCU\MSM\0073949,"A, pf;A, org","A, pf/org"
850734780,IT\ICCU\MSM\0137544,"A, pf;B, pf","A/B, pf"
850800782,IT\ICCU\LO1\1425267,"A, pf;B, pf","A/B, pf"
850752666,IT\ICCU\MSM\0149271,"A, strings","A, vl1, vl2, vla, b"
850752665,IT\ICCU\MSM\0149270,"A, strings","A, vl1, vl2, vla, bc"
850628791,IT\ICCU\MSM\0032244,"A, vl (2), b","A, vl1, vl2, b"
850778505,IT\ICCU\MSM\0254276,"A, vl (2), b","A, vl1, vl2, vla, b"
850769950,IT\ICCU\MSM\0173835,"A, vl (2), b","A, vl1, vl2, vla, b"
850634491,IT\ICCU\MSM\0037146,"A, vl (2), orch","A, vl1-solo, vl2-solo, ob1, ob2, cor1, cor2, vl1, vl2, vla, b"
850664727,IT\ICCU\MSM\0064072,"A, vl (2), vla, vlc","A, vl1, vl2, vla, vlc"
850688361,IT\ICCU\MSM\0091365,"A, vl, fl, bc",
850802783,IT\ICCU\TO0\1874058,"A, vl, org",
850626517,IT\ICCU\MSM\0029078,"A, vla, orch;B, vla, orch","A/B, vla-obbl, fl, ob1, ob2, fag, cor1, cor2, trb, vl1, vl2, vla, vlc, vlne, cb, org"
850794749,IT\ICCU\VEA\1035603,"A, vlc, cb",
850601799,IT\ICCU\MSM\0003959,accordion,
850601800,IT\ICCU\MSM\0003960,accordion,
850601801,IT\ICCU\MSM\0003961,accordion,
850601802,IT\ICCU\MSM\0003962,accordion,
850601803,IT\ICCU\MSM\0003963,accordion,
850601804,IT\ICCU\MSM\0003964,accordion,
850601805,IT\ICCU\MSM\0003965,accordion,
850601807,IT\ICCU\MSM\0003967,accordion,
850601837,IT\ICCU\MSM\0002137,accordion,
850601838,IT\ICCU\MSM\0002138,accordion,
850601842,IT\ICCU\MSM\0002150,accordion,
850601964,IT\ICCU\MSM\0003957,accordion,
850601965,IT\ICCU\MSM\0003958,accordion,
850602307,IT\ICCU\MSM\0002123,accordion,
850602700,IT\ICCU\MSM\0003599,accordion,
850602789,IT\ICCU\MSM\0002429,accordion,
850603324,IT\ICCU\MSM\0004205,accordion,
850603668,IT\ICCU\MSM\0003369,accordion,
850603771,IT\ICCU\MSM\0003172,accordion,
850603784,IT\ICCU\MSM\0003354,accordion,
850603785,IT\ICCU\MSM\0003355,accordion,
850603786,IT\ICCU\MSM\0003356,accordion,
850603787,IT\ICCU\MSM\0003357,accordion,
850603869,IT\ICCU\MSM\0002182,accordion,
850603926,IT\ICCU\MSM\0003351,accordion,
850603927,IT\ICCU\MSM\0003352,accordion,
850603928,IT\ICCU\MSM\0003353,accordion,
850604066,IT\ICCU\MSM\0003161,accordion,
850604122,IT\ICCU\MSM\0003972,accordion,
850604123,IT\ICCU\MSM\0003973,accordion,
850604124,IT\ICCU\MSM\0003974,accordion,
850604125,IT\ICCU\MSM\0003975,accordion,
850604126,IT\ICCU\MSM\0003976,accordion,
850604258,IT\ICCU\MSM\0008497,accordion,
850604259,IT\ICCU\MSM\0008498,accordion,
850604329,IT\ICCU\MSM\0007318,accordion,
850604330,IT\ICCU\MSM\0007319,accordion,
850604331,IT\ICCU\MSM\0007320,accordion,
850604337,IT\ICCU\MSM\0007326,accordion,
850604339,IT\ICCU\MSM\0007327,accordion,
850604340,IT\ICCU\MSM\0007328,accordion,
850604344,IT\ICCU\MSM\0007332,accordion,
850604345,IT\ICCU\MSM\0007333,accordion,
850604346,IT\ICCU\MSM\0007334,accordion,
850604470,IT\ICCU\MSM\0007302,accordion,
850604471,IT\ICCU\MSM\0007303,accordion,
850604472,IT\ICCU\MSM\0007304,accordion,
850604567,IT\ICCU\MSM\0008323,accordion,
850604617,IT\ICCU\MSM\0006779,accordion,
850604618,IT\ICCU\MSM\0006780,accordion,
850604778,IT\ICCU\MSM\0006772,accordion,
850604779,IT\ICCU\MSM\0006773,accordion,
850604780,IT\ICCU\MSM\0006774,accordion,
850604781,IT\ICCU\MSM\0006775,accordion,
850604832,IT\ICCU\MSM\0007787,accordion,
850604950,IT\ICCU\MSM\0006776,accordion,
850604951,IT\ICCU\MSM\0006777,accordion,
850604952,IT\ICCU\MSM\0006778,accordion,
850604977,IT\ICCU\MSM\0007286,accordion,
850604979,IT\ICCU\MSM\0007288,accordion,
850605049,IT\ICCU\MSM\0008297,accordion,
850605080,IT\ICCU\MSM\0006385,accordion,
850605141,IT\ICCU\MSM\0007275,accordion,
850605142,IT\ICCU\MSM\0007276,accordion,
850605143,IT\ICCU\MSM\0007277,accordion,
850605200,IT\ICCU\MSM\0008274,accordion,
850605205,IT\ICCU\MSM\0008281,accordion,
850605246,IT\ICCU\MSM\0006386,accordion,
850605247,IT\ICCU\MSM\0006387,accordion,
850605248,IT\ICCU\MSM\0006388,accordion,
850605278,IT\ICCU\MSM\0006758,accordion,
850605299,IT\ICCU\MSM\0007255,accordion,
850605301,IT\ICCU\MSM\0007265,accordion,
850605302,IT\ICCU\MSM\0007266,accordion,
850605361,IT\ICCU\MSM\0008275,accordion,
850605362,IT\ICCU\MSM\0008276,accordion,
850605363,IT\ICCU\MSM\0008277,accordion,
850605364,IT\ICCU\MSM\0008278,accordion,
850605365,IT\ICCU\MSM\0008279,accordion,
850605366,IT\ICCU\MSM\0008280,accordion,
850605367,IT\ICCU\MSM\0008423,accordion,
850605368,IT\ICCU\MSM\0008424,accordion,
850605369,IT\ICCU\MSM\0008425,accordion,
850605370,IT\ICCU\MSM\0008426,accordion,
850605371,IT\ICCU\MSM\0008288,accordion,
850605413,IT\ICCU\MSM\0006709,accordion,
850605414,IT\ICCU\MSM\0006710,accordion,
850605451,IT\ICCU\MSM\0007256,accordion,
850605452,IT\ICCU\MSM\0007257,accordion,
850605457,IT\ICCU\MSM\0007262,accordion,
850605458,IT\ICCU\MSM\0007263,accordion,
850605459,IT\ICCU\MSM\0007264,accordion,
850605516,IT\ICCU\MSM\0008420,accordion,
850605517,IT\ICCU\MSM\0008421,accordion,
850605518,IT\ICCU\MSM\0008422,accordion,
850605526,IT\ICCU\MSM\0008427,accordion,
850605566,IT\ICCU\MSM\0006539,accordion,
850605567,IT\ICCU\MSM\0006540,accordion,
850605571,IT\ICCU\MSM\0006702,accordion,
850605572,IT\ICCU\MSM\0006703,accordion,
850605583,IT\ICCU\MSM\0006731,accordion,
850605584,IT\ICCU\MSM\0006732,accordion,
850605585,IT\ICCU\MSM\0006733,accordion,
850605586,IT\ICCU\MSM\0006734,accordion,
850605587,IT\ICCU\MSM\0006735,accordion,
850605588,IT\ICCU\MSM\0006736,accordion,
850605614,IT\ICCU\MSM\0007253,accordion,
850605615,IT\ICCU\MSM\0007254,accordion,
850605732,IT\ICCU\MSM\0006704,accordion,
850605733,IT\ICCU\MSM\0006705,accordion,
850605734,IT\ICCU\MSM\0006706,accordion,
850605735,IT\ICCU\MSM\0006707,accordion,
850605736,IT\ICCU\MSM\0006708,accordion,
850605747,IT\ICCU\MSM\0006876,accordion,
850605749,IT\ICCU\MSM\0006878,accordion,
850605832,IT\ICCU\MSM\0008402,accordion,
850605833,IT\ICCU\MSM\0008403,accordion,
850605835,IT\ICCU\MSM\0008405,accordion,
850605979,IT\ICCU\MSM\0008052,accordion,
850606073,IT\ICCU\MSM\0006873,accordion,
850606074,IT\ICCU\MSM\0006874,accordion,
850606075,IT\ICCU\MSM\0006875,accordion,
850606225,IT\ICCU\MSM\0006849,accordion,
850606235,IT\ICCU\MSM\0007043,accordion,
850606236,IT\ICCU\MSM\0007044,accordion,
850606296,IT\ICCU\MSM\0008033,accordion,
850606297,IT\ICCU\MSM\0008034,accordion,
850606298,IT\ICCU\MSM\0008035,accordion,
850606307,IT\ICCU\MSM\0008051,accordion,
850606320,IT\ICCU\MSM\0008376,accordion,
850606321,IT\ICCU\MSM\0008377,accordion,
850606322,IT\ICCU\MSM\0008378,accordion,
850606365,IT\ICCU\MSM\0006830,accordion,
850606375,IT\ICCU\MSM\0006841,accordion,
850606376,IT\ICCU\MSM\0006842,accordion,
850606377,IT\ICCU\MSM\0006843,accordion,
850606378,IT\ICCU\MSM\0006844,accordion,
850606379,IT\ICCU\MSM\0006845,accordion,
850606380,IT\ICCU\MSM\0006850,accordion,
850606387,IT\ICCU\MSM\0006857,accordion,
850606392,IT\ICCU\MSM\0007033,accordion,
850606475,IT\ICCU\MSM\0008371,accordion,
850606476,IT\ICCU\MSM\0008372,accordion,
850606477,IT\ICCU\MSM\0008373,accordion,
850606478,IT\ICCU\MSM\0008374,accordion,
850606479,IT\ICCU\MSM\0008375,accordion,
850606516,IT\ICCU\MSM\0006826,accordion,
850606517,IT\ICCU\MSM\0006827,accordion,
850606518,IT\ICCU\MSM\0006828,accordion,
850606519,IT\ICCU\MSM\0006829,accordion,
850606539,IT\ICCU\MSM\0006846,accordion,
850606540,IT\ICCU\MSM\0006847,accordion,
850606541,IT\ICCU\MSM\0006848,accordion,
850606570,IT\ICCU\MSM\0007351,accordion,
850606571,IT\ICCU\MSM\0007352,accordion,
850606602,IT\ICCU\MSM\0007857,accordion,
850606603,IT\ICCU\MSM\0007858,accordion,
850606604,IT\ICCU\MSM\0007859,accordion,
850606605,IT\ICCU\MSM\0007860,accordion,
850606606,IT\ICCU\MSM\0007861,accordion,
850606607,IT\ICCU\MSM\0007862,accordion,
850606608,IT\ICCU\MSM\0007863,accordion,
850606640,IT\ICCU\MSM\0008519,accordion,
850606675,IT\ICCU\MSM\0006809,accordion,
850606676,IT\ICCU\MSM\0006810,accordion,
850606707,IT\ICCU\MSM\0007317,accordion,
850606734,IT\ICCU\MSM\0007353,accordion,
850606735,IT\ICCU\MSM\0007354,accordion,
850606736,IT\ICCU\MSM\0007355,accordion,
850606737,IT\ICCU\MSM\0007356,accordion,
850606775,IT\ICCU\MSM\0007846,accordion,
850606784,IT\ICCU\MSM\0008018,accordion,
850606787,IT\ICCU\MSM\0008021,accordion,
850606788,IT\ICCU\MSM\0008022,accordion,
850606789,IT\ICCU\MSM\0008023,accordion,
850606812,IT\ICCU\MSM\0008520,accordion,
850606813,IT\ICCU\MSM\0008521,accordion,
850606869,IT\ICCU\MSM\0010290,accordion,
850607038,IT\ICCU\MSM\0010452,accordion,
850607039,IT\ICCU\MSM\0010453,accordion,
850607040,IT\ICCU\MSM\0010454,accordion,
850607041,IT\ICCU\MSM\0010455,accordion,
850607042,IT\ICCU\MSM\0010456,accordion,
850607046,IT\ICCU\MSM\0010468,accordion,
850607047,IT\ICCU\MSM\0010469,accordion,
850607066,IT\ICCU\MSM\0010316,accordion,
850607067,IT\ICCU\MSM\0010470,accordion,
850607068,IT\ICCU\MSM\0010471,accordion,
850607072,IT\ICCU\MSM\0010475,accordion,
850607198,IT\ICCU\MSM\0010119,accordion,
850607213,IT\ICCU\MSM\0010457,accordion,
850607214,IT\ICCU\MSM\0010458,accordion,
850607215,IT\ICCU\MSM\0010459,accordion,
850607366,IT\ICCU\MSM\0010113,accordion,
850607374,IT\ICCU\MSM\0010272,accordion,
850607376,IT\ICCU\MSM\0010274,accordion,
850607413,IT\ICCU\MSM\0008312,accordion,
850607421,IT\ICCU\MSM\0008465,accordion,
850607527,IT\ICCU\MSM\0010093,accordion,
850607528,IT\ICCU\MSM\0010094,accordion,
850607529,IT\ICCU\MSM\0010095,accordion,
850607530,IT\ICCU\MSM\0010096,accordion,
850607531,IT\ICCU\MSM\0010097,accordion,
850607532,IT\ICCU\MSM\0010098,accordion,
850607533,IT\ICCU\MSM\0010099,accordion,
850607534,IT\ICCU\MSM\0010100,accordion,
850607535,IT\ICCU\MSM\0010101,accordion,
850607547,IT\ICCU\MSM\0010430,accordion,
850607548,IT\ICCU\MSM\0010431,accordion,
850607550,IT\ICCU\MSM\0010433,accordion,
850607551,IT\ICCU\MSM\0010434,accordion,
850607552,IT\ICCU\MSM\0010435,accordion,
850607553,IT\ICCU\MSM\0010436,accordion,
850607555,IT\ICCU\MSM\0010438,accordion,
850607593,IT\ICCU\MSM\0008466,accordion,
850607594,IT\ICCU\MSM\0008467,accordion,
850607595,IT\ICCU\MSM\0008468,accordion,
850607596,IT\ICCU\MSM\0008469,accordion,
850607597,IT\ICCU\MSM\0008470,accordion,
850607598,IT\ICCU\MSM\0008471,accordion,
850607599,IT\ICCU\MSM\0008472,accordion,
850607713,IT\ICCU\MSM\0010252,accordion,
850607715,IT\ICCU\MSM\0010254,accordion,
850607718,IT\ICCU\MSM\0010424,accordion,
850607721,IT\ICCU\MSM\0010427,accordion,
850607722,IT\ICCU\MSM\0010428,accordion,
850607723,IT\ICCU\MSM\0010429,accordion,
850607786,IT\ICCU\MSM\0008779,accordion,
850607875,IT\ICCU\MSM\0010092,accordion,
850607883,IT\ICCU\MSM\0010257,accordion,
850607890,IT\ICCU\MSM\0010415,accordion,
850607941,IT\ICCU\MSM\0008780,accordion,
850608032,IT\ICCU\MSM\0010248,accordion,
850608037,IT\ICCU\MSM\0010404,accordion,
850608038,IT\ICCU\MSM\0010405,accordion,
850608039,IT\ICCU\MSM\0010406,accordion,
850608040,IT\ICCU\MSM\0010407,accordion,
850608042,IT\ICCU\MSM\0010419,accordion,
850608177,IT\ICCU\MSM\0010067,accordion,
850608178,IT\ICCU\MSM\0010068,accordion,
850608184,IT\ICCU\MSM\0010223,accordion,
850608190,IT\ICCU\MSM\0010393,accordion,
850608351,IT\ICCU\MSM\0010213,accordion,
850608361,IT\ICCU\MSM\0010383,accordion,
850608506,IT\ICCU\MSM\0010043,accordion,
850608507,IT\ICCU\MSM\0010044,accordion,
850608508,IT\ICCU\MSM\0010045,accordion,
850608509,IT\ICCU\MSM\0010046,accordion,
850608510,IT\ICCU\MSM\0010047,accordion,
850608523,IT\ICCU\MSM\0010384,accordion,
850608524,IT\ICCU\MSM\0010385,accordion,
850608525,IT\ICCU\MSM\0010386,accordion,
850608526,IT\ICCU\MSM\0010387,accordion,
850608527,IT\ICCU\MSM\0010388,accordion,
850608528,IT\ICCU\MSM\0010389,accordion,
850608656,IT\ICCU\MSM\0010033,accordion,
850608657,IT\ICCU\MSM\0010034,accordion,
850608658,IT\ICCU\MSM\0010035,accordion,
850608659,IT\ICCU\MSM\0010036,accordion,
850608660,IT\ICCU\MSM\0010037,accordion,
850608661,IT\ICCU\MSM\0010038,accordion,
850608668,IT\ICCU\MSM\0010204,accordion,
850608672,IT\ICCU\MSM\0010208,accordion,
850608673,IT\ICCU\MSM\0010209,accordion,
850608676,IT\ICCU\MSM\0010374,accordion,
850608814,IT\ICCU\MSM\0010022,accordion,
850608815,IT\ICCU\MSM\0010023,accordion,
850608816,IT\ICCU\MSM\0010024,accordion,
850608819,IT\ICCU\MSM\0010027,accordion,
850608820,IT\ICCU\MSM\0010028,accordion,
850608821,IT\ICCU\MSM\0010029,accordion,
850608824,IT\ICCU\MSM\0010040,accordion,
850608825,IT\ICCU\MSM\0010041,accordion,
850608826,IT\ICCU\MSM\0010042,accordion,
850608834,IT\ICCU\MSM\0010361,accordion,
850608835,IT\ICCU\MSM\0010362,accordion,
850608836,IT\ICCU\MSM\0010363,accordion,
850608974,IT\ICCU\MSM\0010019,accordion,
850608981,IT\ICCU\MSM\0010188,accordion,
850608985,IT\ICCU\MSM\0010200,accordion,
850609096,IT\ICCU\MSM\0009992,accordion,
850609128,IT\ICCU\MSM\0010020,accordion,
850609129,IT\ICCU\MSM\0010021,accordion,
850609266,IT\ICCU\MSM\0010148,accordion,
850609290,IT\ICCU\MSM\0010166,accordion,
850609296,IT\ICCU\MSM\0010328,accordion,
850609301,IT\ICCU\MSM\0010333,accordion,
850609417,IT\ICCU\MSM\0010149,accordion,
850609422,IT\ICCU\MSM\0010298,accordion,
850609455,IT\ICCU\MSM\0010320,accordion,
850609583,IT\ICCU\MSM\0010134,accordion,
850609846,IT\ICCU\MSM\0004292,accordion,
850609853,IT\ICCU\MSM\0004302,accordion,
850609857,IT\ICCU\MSM\0004306,accordion,
850609995,IT\ICCU\MSM\0004299,accordion,
850609996,IT\ICCU\MSM\0004300,accordion,
850609997,IT\ICCU\MSM\0004301,accordion,
850610033,IT\ICCU\MSM\0004992,accordion,
850610034,IT\ICCU\MSM\0004993,accordion,
850610038,IT\ICCU\MSM\0004997,accordion,
850610130,IT\ICCU\MSM\0004286,accordion,
850610173,IT\ICCU\MSM\0004983,accordion,
850610174,IT\ICCU\MSM\0004984,accordion,
850610175,IT\ICCU\MSM\0004985,accordion,
850610176,IT\ICCU\MSM\0004986,accordion,
850610177,IT\ICCU\MSM\0004987,accordion,
850610178,IT\ICCU\MSM\0004988,accordion,
850610179,IT\ICCU\MSM\0004989,accordion,
850610293,IT\ICCU\MSM\0004279,accordion,
850610294,IT\ICCU\MSM\0004280,accordion,
850610341,IT\ICCU\MSM\0004990,accordion,
850610342,IT\ICCU\MSM\0004991,accordion,
850610466,IT\ICCU\MSM\0004780,accordion,
850610478,IT\ICCU\MSM\0004956,accordion,
850610602,IT\ICCU\MSM\0004600,accordion,
850610621,IT\ICCU\MSM\0004945,accordion,
850610622,IT\ICCU\MSM\0004946,accordion,
850610623,IT\ICCU\MSM\0004947,accordion,
850610624,IT\ICCU\MSM\0004948,accordion,
850610625,IT\ICCU\MSM\0004949,accordion,
850610626,IT\ICCU\MSM\0004950,accordion,
850610627,IT\ICCU\MSM\0004951,accordion,
850610640,IT\ICCU\MSM\0005126,accordion,
850610642,IT\ICCU\MSM\0005128,accordion,
850610643,IT\ICCU\MSM\0005129,accordion,
850610644,IT\ICCU\MSM\0005130,accordion,
850610645,IT\ICCU\MSM\0005131,accordion,
850610698,IT\ICCU\MSM\0003897,accordion,
850610719,IT\ICCU\MSM\0006721,accordion,
850610720,IT\ICCU\MSM\0006722,accordion,
850610721,IT\ICCU\MSM\0006723,accordion,
850610722,IT\ICCU\MSM\0006724,accordion,
850610723,IT\ICCU\MSM\0006725,accordion,
850610724,IT\ICCU\MSM\0006726,accordion,
850610753,IT\ICCU\MSM\0004764,accordion,
850610765,IT\ICCU\MSM\0004934,accordion,
850610766,IT\ICCU\MSM\0004952,accordion,
850610767,IT\ICCU\MSM\0004953,accordion,
850610768,IT\ICCU\MSM\0004954,accordion,
850610769,IT\ICCU\MSM\0004955,accordion,
850610778,IT\ICCU\MSM\0005120,accordion,
850610785,IT\ICCU\MSM\0005132,accordion,
850610904,IT\ICCU\MSM\0004769,accordion,
850610905,IT\ICCU\MSM\0004770,accordion,
850610909,IT\ICCU\MSM\0004926,accordion,
850610910,IT\ICCU\MSM\0004927,accordion,
850610911,IT\ICCU\MSM\0004935,accordion,
850610912,IT\ICCU\MSM\0004936,accordion,
850610913,IT\ICCU\MSM\0004937,accordion,
